Train_RMSE,Test_RMSE,Test_MAE,Train_R2,Test_R2,Model
41536.523170460125,50557.19014435338,33896.111949859536,0.8709372473403283,0.8049441420400271,GradientBoosting
41404.84937086683,54945.851636952095,37056.198541796126,0.8717542269686378,0.7696103535430033,RandomForest_100
47315.450627966566,65908.82426874596,43879.919357290055,0.8325263047838937,0.668502491312307,DecisionTree_d10
0.0,71349.67162795771,46054.692587209305,1.0,0.6115124571069959,DecisionTree_full
69511.44894533535,72649.1139072623,52231.13252444499,0.6385457593588393,0.5972330898865295,DecisionTree_d5
67987.07445951956,74936.19766876016,52090.48996679437,0.6542251921224189,0.5714747216865315,Lasso_a1
67987.07393084654,74937.01839691859,52090.72070813089,0.6542251974999649,0.5714653349095281,LinearRegression
67987.08315733726,74942.91426079221,52093.14964645511,0.6542251036501185,0.5713979001090186,Ridge_a1
